Date,Country,City,Specie,count,min,max,median,variance
31-12-2020,BRAZIL,São José dos Campos,o3,47,0.5,26.9,15.1,859.13
27-07-2021,BRAZIL,São José dos Campos,o3,51,0.5,32.5,8.2,1295.26
12-08-2021,BRAZIL,São José dos Campos,o3,70,0.5,19.1,9.8,334.93
16-07-2021,BRAZIL,São José dos Campos,o3,62,0.5,39.4,16.3,1525.71
21-08-2021,BRAZIL,São José dos Campos,o3,63,0.5,56.5,23.2,3358.48
24-02-2021,BRAZIL,São José dos Campos,o3,67,0.5,51.3,11,2408.54
14-06-2021,BRAZIL,São José dos Campos,o3,33,2.1,24.8,8.6,399.36
19-06-2021,BRAZIL,São José dos Campos,o3,47,2.1,20.4,10.2,299.16
23-04-2021,BRAZIL,São José dos Campos,o3,46,0.5,22,7.4,419.91
19-05-2021,BRAZIL,São José dos Campos,o3,46,2.9,35.8,13,934.37
02-06-2021,BRAZIL,São José dos Campos,o3,44,0.5,30.1,5.3,1120.45
18-06-2021,BRAZIL,São José dos Campos,o3,47,0.9,26.9,11.4,481.7
20-06-2021,BRAZIL,São José dos Campos,o3,46,0.5,28.1,10.6,836.81
21-01-2021,BRAZIL,São José dos Campos,o3,69,1.3,48.4,19.1,1493.27
04-03-2021,BRAZIL,São José dos Campos,o3,66,1.3,31.7,13,649.3
11-03-2021,BRAZIL,São José dos Campos,o3,68,2.5,28.5,13.5,546.61
17-09-2021,BRAZIL,São José dos Campos,o3,58,13.9,28.1,17.9,103.87
29-09-2021,BRAZIL,São José dos Campos,o3,44,0.9,64.3,28.9,3222.59
04-11-2021,BRAZIL,São José dos Campos,o3,24,6.5,37.8,12.6,1023.83
21-03-2021,BRAZIL,São José dos Campos,o3,65,0.5,39.4,15.5,1202.37
03-05-2021,BRAZIL,São José dos Campos,o3,43,1.3,34.6,10.2,934.17
31-05-2021,BRAZIL,São José dos Campos,o3,44,0.5,22,10.2,512.4
16-08-2021,BRAZIL,São José dos Campos,o3,58,0.5,30.1,11,834.22
06-11-2021,BRAZIL,São José dos Campos,o3,21,11.4,67.5,17.5,3127.04
16-01-2021,BRAZIL,São José dos Campos,o3,67,0.5,29.3,9,736.32
01-02-2021,BRAZIL,São José dos Campos,o3,69,0.5,46.8,15.5,1050.91
02-02-2021,BRAZIL,São José dos Campos,o3,62,0.9,42.3,13.9,1706.71
15-07-2021,BRAZIL,São José dos Campos,o3,55,0.5,29.7,3.3,1156.37
13-11-2021,BRAZIL,São José dos Campos,o3,24,7,23.2,15.5,242
20-01-2021,BRAZIL,São José dos Campos,o3,69,0.5,49.6,17.9,1731.03
18-03-2021,BRAZIL,São José dos Campos,o3,68,0.9,28.5,10.6,377.06
17-05-2021,BRAZIL,São José dos Campos,o3,45,0.5,30.1,9,913.98
10-11-2021,BRAZIL,São José dos Campos,o3,24,11,20.4,16.7,50.01
25-01-2021,BRAZIL,São José dos Campos,o3,69,0.9,32.5,17.9,791.48
25-03-2021,BRAZIL,São José dos Campos,o3,70,0.9,33.8,16.7,599.86
14-07-2021,BRAZIL,São José dos Campos,o3,55,0.5,29.3,8.2,1114.65
09-11-2021,BRAZIL,São José dos Campos,o3,24,7,18.3,13.5,107.68
23-05-2021,BRAZIL,São José dos Campos,o3,38,0.5,17.5,7.8,317.85
27-08-2021,BRAZIL,São José dos Campos,o3,60,4.1,36.2,19.1,577.09
31-10-2021,BRAZIL,São José dos Campos,o3,24,3.7,21.6,13.9,191.24
23-07-2021,BRAZIL,São José dos Campos,o3,66,0.5,36.2,11,1408.32
28-08-2021,BRAZIL,São José dos Campos,o3,47,0.5,22,12.6,282.24
08-01-2021,BRAZIL,São José dos Campos,o3,70,0.9,37,17.5,834.89
24-01-2021,BRAZIL,São José dos Campos,o3,67,2.5,41.9,16.3,795.28
16-05-2021,BRAZIL,São José dos Campos,o3,47,2.5,31.7,14.3,805.93
20-09-2021,BRAZIL,São José dos Campos,o3,70,2.1,85.8,26,3740.87
08-11-2021,BRAZIL,São José dos Campos,o3,24,0.5,43.9,13,1123.07
26-07-2021,BRAZIL,São José dos Campos,o3,56,0.5,32.9,8.6,1508.07
02-08-2021,BRAZIL,São José dos Campos,o3,63,0.5,28.9,13.9,765.84
02-09-2021,BRAZIL,São José dos Campos,o3,67,0.5,41.1,19.1,1261.58
03-09-2021,BRAZIL,São José dos Campos,o3,63,0.5,42.7,21.6,1699.66
15-09-2021,BRAZIL,São José dos Campos,o3,68,0.9,39,23.6,880.34
28-11-2021,BRAZIL,São José dos Campos,o3,43,3.7,49.6,27.3,1796.45
08-04-2021,BRAZIL,São José dos Campos,o3,69,2.5,22,11.4,253.52
22-04-2021,BRAZIL,São José dos Campos,o3,47,0.9,16.7,11.8,172.2
28-04-2021,BRAZIL,São José dos Campos,o3,47,2.1,37.8,14.7,766.76
12-04-2021,BRAZIL,São José dos Campos,o3,60,0.5,54.5,14.7,2128.71
28-07-2021,BRAZIL,São José dos Campos,o3,44,1.7,22.8,9.8,376.13
22-11-2021,BRAZIL,São José dos Campos,o3,47,6.1,45.1,15.1,1187.94
13-01-2021,BRAZIL,São José dos Campos,o3,70,4.1,37.8,11.8,528.87
12-05-2021,BRAZIL,São José dos Campos,o3,40,0.9,32.5,8.6,667.42
16-09-2021,BRAZIL,São José dos Campos,o3,70,15.5,26.9,20.4,87.62
26-03-2021,BRAZIL,São José dos Campos,o3,68,0.5,57.8,16.3,2646.53
01-04-2021,BRAZIL,São José dos Campos,o3,61,0.5,55.8,12.2,1657.23
15-04-2021,BRAZIL,São José dos Campos,o3,70,2.5,31.3,13.9,456.88
27-04-2021,BRAZIL,São José dos Campos,o3,47,1.7,33.3,14.7,763.52
24-06-2021,BRAZIL,São José dos Campos,o3,46,0.9,24,8.2,566.18
14-01-2021,BRAZIL,São José dos Campos,o3,62,0.9,33.8,11,811.7
10-02-2021,BRAZIL,São José dos Campos,o3,69,0.5,31.3,11.8,660.89
12-02-2021,BRAZIL,São José dos Campos,o3,67,0.5,27.7,7.4,573.53
20-08-2021,BRAZIL,São José dos Campos,o3,61,0.5,55.2,20.4,2532.9
27-11-2021,BRAZIL,São José dos Campos,o3,41,0.5,40.3,28.9,2155.69
15-08-2021,BRAZIL,São José dos Campos,o3,65,0.5,40.3,11.4,1426.03
09-01-2021,BRAZIL,São José dos Campos,o3,70,4.9,45.5,12.2,841.4
25-04-2021,BRAZIL,São José dos Campos,o3,47,3.3,39.8,14.7,1249.96
07-07-2021,BRAZIL,São José dos Campos,o3,66,0.5,27.7,10.2,641.82
22-06-2021,BRAZIL,São José dos Campos,o3,23,2.1,13.5,7,86.36
01-12-2021,BRAZIL,São José dos Campos,o3,47,0.5,40.7,20.8,1158.8
02-03-2021,BRAZIL,São José dos Campos,o3,65,0.5,26.9,11.4,504.35
03-03-2021,BRAZIL,São José dos Campos,o3,68,0.5,30.9,13.5,650.9
11-04-2021,BRAZIL,São José dos Campos,o3,64,0.5,28.1,10.2,975.65
08-03-2021,BRAZIL,São José dos Campos,o3,63,0.5,24,8.6,468.38
05-04-2021,BRAZIL,São José dos Campos,o3,52,0.9,21.2,11.8,282.67
04-12-2021,BRAZIL,São José dos Campos,o3,44,9.8,47.6,17.5,1009.08
09-02-2021,BRAZIL,São José dos Campos,o3,69,1.7,18.7,11,170.32
13-09-2021,BRAZIL,São José dos Campos,o3,41,0.5,58.4,15.5,3225.11
13-05-2021,BRAZIL,São José dos Campos,o3,47,4.1,17.9,13.5,112.64
17-08-2021,BRAZIL,São José dos Campos,o3,57,0.5,44.7,9.4,1912.57
01-09-2021,BRAZIL,São José dos Campos,o3,69,1.3,36.6,16.7,620.18
10-09-2021,BRAZIL,São José dos Campos,o3,42,0.5,34.6,11,994.43
14-11-2021,BRAZIL,São José dos Campos,o3,24,10.2,45.5,19.5,998.91
28-12-2020,BRAZIL,São José dos Campos,o3,38,0.9,28.5,9,357.35
17-02-2021,BRAZIL,São José dos Campos,o3,70,1.3,41.5,13.5,608.09
09-03-2021,BRAZIL,São José dos Campos,o3,59,0.5,39,13.5,1426.25
15-11-2021,BRAZIL,São José dos Campos,o3,21,10.2,34.6,18.7,720.32
05-06-2021,BRAZIL,São José dos Campos,o3,43,0.9,28.1,11,692.37
05-09-2021,BRAZIL,São José dos Campos,o3,70,2.1,60.4,24,2155.24
06-04-2021,BRAZIL,São José dos Campos,o3,68,1.3,25.6,11.4,348.49
21-04-2021,BRAZIL,São José dos Campos,o3,33,2.9,18.3,8.2,233.1
22-05-2021,BRAZIL,São José dos Campos,o3,46,0.5,16.7,6.1,198.67
28-02-2021,BRAZIL,São José dos Campos,o3,56,1.7,26,11,377.54
12-07-2021,BRAZIL,São José dos Campos,o3,65,0.5,35.4,13.9,1383.94
21-07-2021,BRAZIL,São José dos Campos,o3,57,0.5,26,4.9,601.54
24-07-2021,BRAZIL,São José dos Campos,o3,60,0.5,44.7,3.7,1879.15
27-09-2021,BRAZIL,São José dos Campos,o3,47,0.5,70.8,24,2765.2
02-01-2021,BRAZIL,São José dos Campos,o3,47,7,22,16.7,91.01
23-02-2021,BRAZIL,São José dos Campos,o3,70,0.9,45.5,15.5,1382.61
25-02-2021,BRAZIL,São José dos Campos,o3,68,1.7,28.9,13,555.33
06-03-2021,BRAZIL,São José dos Campos,o3,68,1.3,17.1,7.8,215.92
10-05-2021,BRAZIL,São José dos Campos,o3,47,2.1,31.3,12.6,621.92
13-04-2021,BRAZIL,São José dos Campos,o3,70,4.9,19.9,13.9,113.2
16-04-2021,BRAZIL,São José dos Campos,o3,70,3.3,44.3,12.6,1008.2
14-04-2021,BRAZIL,São José dos Campos,o3,65,2.9,18.7,13.5,164.07
19-04-2021,BRAZIL,São José dos Campos,o3,67,0.5,17.9,10.6,263.34
12-11-2021,BRAZIL,São José dos Campos,o3,24,8.2,18.3,13.9,84.62
14-02-2021,BRAZIL,São José dos Campos,o3,69,0.5,20.4,9,311.46
17-03-2021,BRAZIL,São José dos Campos,o3,66,0.5,36.6,10.2,1174.69
13-08-2021,BRAZIL,São José dos Campos,o3,68,0.5,19.5,11,385.78
20-11-2021,BRAZIL,São José dos Campos,o3,47,8.2,26.4,16.7,148.77
05-01-2021,BRAZIL,São José dos Campos,o3,61,0.5,34.6,13.9,912.03
22-02-2021,BRAZIL,São José dos Campos,o3,70,1.3,27.7,13.9,322.85
21-05-2021,BRAZIL,São José dos Campos,o3,47,0.5,30.9,12.6,844.72
26-01-2021,BRAZIL,São José dos Campos,o3,47,3.7,39.8,16.7,1022.03
02-11-2021,BRAZIL,São José dos Campos,o3,24,10.2,18.7,13.5,61.42
17-11-2021,BRAZIL,São José dos Campos,o3,48,0.5,48,19.1,2033.29
03-04-2021,BRAZIL,São José dos Campos,o3,65,0.5,26.4,15.5,442.7
04-05-2021,BRAZIL,São José dos Campos,o3,47,0.5,28.5,4.5,1064.23
28-05-2021,BRAZIL,São José dos Campos,o3,37,0.5,31.7,13,1248.88
16-06-2021,BRAZIL,São José dos Campos,o3,24,1.7,24.8,13.9,468.37
06-07-2021,BRAZIL,São José dos Campos,o3,70,3.3,25.6,15.5,393.45
30-12-2020,BRAZIL,São José dos Campos,o3,47,0.9,32.5,15.9,1077.52
12-01-2021,BRAZIL,São José dos Campos,o3,70,4.1,46.3,14.3,865.12
22-03-2021,BRAZIL,São José dos Campos,o3,62,0.5,43.5,18.7,1754.15
14-09-2021,BRAZIL,São José dos Campos,o3,45,0.5,45.9,26,2158.24
30-09-2021,BRAZIL,São José dos Campos,o3,56,7,63,29.7,1252.3
13-02-2021,BRAZIL,São José dos Campos,o3,68,0.5,21.2,7.8,177.4
25-06-2021,BRAZIL,São José dos Campos,o3,41,0.5,28.1,10.2,892.86
04-06-2021,BRAZIL,São José dos Campos,o3,45,0.5,40.3,15.1,1387.91
29-07-2021,BRAZIL,São José dos Campos,o3,66,0.5,24.8,11.4,490.14
19-11-2021,BRAZIL,São José dos Campos,o3,47,8.6,26.9,17.1,280.85
07-12-2021,BRAZIL,São José dos Campos,o3,27,7,22,14.7,126.46
10-01-2021,BRAZIL,São José dos Campos,o3,70,1.7,39.8,12.2,825.79
13-03-2021,BRAZIL,São José dos Campos,o3,70,0.9,41.5,18.7,806
01-06-2021,BRAZIL,São José dos Campos,o3,47,0.5,32.9,9,987.94
20-05-2021,BRAZIL,São José dos Campos,o3,47,0.9,42.7,7,1480.32
09-06-2021,BRAZIL,São José dos Campos,o3,47,2.5,26.4,10.2,408.08
29-08-2021,BRAZIL,São José dos Campos,o3,47,0.9,24,15.5,386.36
03-01-2021,BRAZIL,São José dos Campos,o3,47,11,18.7,15.5,40.48
27-01-2021,BRAZIL,São José dos Campos,o3,47,0.5,31.7,13,1022.09
30-04-2021,BRAZIL,São José dos Campos,o3,44,6.5,17.1,13,76.18
03-07-2021,BRAZIL,São José dos Campos,o3,56,0.5,40.7,19.5,1718.25
08-07-2021,BRAZIL,São José dos Campos,o3,63,0.5,35.4,13.5,1005.11
10-07-2021,BRAZIL,São José dos Campos,o3,64,0.5,38.6,11.4,1508.99
21-11-2021,BRAZIL,São José dos Campos,o3,47,12.6,22.8,15.9,57.09
07-01-2021,BRAZIL,São José dos Campos,o3,70,1.3,30.5,14.3,608.37
05-05-2021,BRAZIL,São José dos Campos,o3,41,0.5,39,15.1,1858.65
08-06-2021,BRAZIL,São José dos Campos,o3,47,1.7,22.8,12.6,412.22
15-06-2021,BRAZIL,São José dos Campos,o3,21,0.5,23.2,7.8,454.65
26-06-2021,BRAZIL,São José dos Campos,o3,32,0.5,35.8,18.3,1189.02
01-01-2021,BRAZIL,São José dos Campos,o3,47,1.7,27.3,15.1,563.5
04-01-2021,BRAZIL,São José dos Campos,o3,69,0.9,37.8,13.5,712.29
07-04-2021,BRAZIL,São José dos Campos,o3,68,0.5,21.2,11.8,247.02
24-09-2021,BRAZIL,São José dos Campos,o3,59,11.4,69.5,23.6,2157.37
05-11-2021,BRAZIL,São José dos Campos,o3,24,6.1,29.7,15.1,573.99
31-01-2021,BRAZIL,São José dos Campos,o3,68,1.7,41.1,24.8,969.63
07-08-2021,BRAZIL,São José dos Campos,o3,70,1.7,29.7,12.6,573.63
30-08-2021,BRAZIL,São José dos Campos,o3,44,5.7,24.4,16.3,267.55
30-10-2021,BRAZIL,São José dos Campos,o3,24,7,29.3,17.9,445.66
07-02-2021,BRAZIL,São José dos Campos,o3,70,0.9,19.1,8.6,243.22
29-04-2021,BRAZIL,São José dos Campos,o3,47,3.3,22.8,14.7,240.46
30-05-2021,BRAZIL,São José dos Campos,o3,44,0.5,33.8,7,838.32
23-01-2021,BRAZIL,São José dos Campos,o3,67,6.5,41.9,19.1,794.33
15-05-2021,BRAZIL,São José dos Campos,o3,47,0.5,22.4,9.4,271.26
27-05-2021,BRAZIL,São José dos Campos,o3,46,0.5,41.9,8.2,1781.12
11-11-2021,BRAZIL,São José dos Campos,o3,24,5.3,18.3,11.8,156.53
22-01-2021,BRAZIL,São José dos Campos,o3,52,4.5,46.8,22.4,1386.68
12-03-2021,BRAZIL,São José dos Campos,o3,68,0.5,39.4,19.1,1495.6
26-05-2021,BRAZIL,São José dos Campos,o3,47,0.5,31.3,6.1,1046.94
15-01-2021,BRAZIL,São José dos Campos,o3,64,0.5,38.2,6.5,966.12
19-09-2021,BRAZIL,São José dos Campos,o3,65,0.5,74,24,4176.13
29-06-2021,BRAZIL,São José dos Campos,o3,47,1.7,14.7,9,157.48
18-09-2021,BRAZIL,São José dos Campos,o3,47,7,54.5,15.9,1839.82
07-11-2021,BRAZIL,São José dos Campos,o3,24,10.2,30.1,18.3,300.11
03-02-2021,BRAZIL,São José dos Campos,o3,64,0.5,48.8,24,2258.43
14-05-2021,BRAZIL,São José dos Campos,o3,47,4.5,19.9,12.6,137.28
23-11-2021,BRAZIL,São José dos Campos,o3,43,0.5,73.4,32.9,4561.03
18-07-2021,BRAZIL,São José dos Campos,o3,50,0.5,32.5,17.5,1224.42
22-07-2021,BRAZIL,São José dos Campos,o3,61,0.5,43.9,9.4,1554.56
02-10-2021,BRAZIL,São José dos Campos,o3,29,0.9,55.8,15.1,2673.59
18-01-2021,BRAZIL,São José dos Campos,o3,66,1.7,31.7,15.9,650.35
26-04-2021,BRAZIL,São José dos Campos,o3,47,0.5,33.3,17.1,1154.89
08-05-2021,BRAZIL,São José dos Campos,o3,46,8.2,18.7,14.7,41.75
06-05-2021,BRAZIL,São José dos Campos,o3,38,1.3,39.8,19.9,1392.38
04-02-2021,BRAZIL,São José dos Campos,o3,68,1.3,31.3,21.6,912.55
02-04-2021,BRAZIL,São José dos Campos,o3,66,0.9,26.9,12.2,365.64
20-04-2021,BRAZIL,São José dos Campos,o3,56,0.5,14.7,7.8,184.16
24-08-2021,BRAZIL,São José dos Campos,o3,56,0.5,53.9,15.5,2815.7
21-09-2021,BRAZIL,São José dos Campos,o3,69,0.5,63.6,20.4,2411.39
28-09-2021,BRAZIL,São José dos Campos,o3,45,0.5,64.9,18.3,3209.82
01-10-2021,BRAZIL,São José dos Campos,o3,46,9.4,42.3,23.6,605.88
18-11-2021,BRAZIL,São José dos Campos,o3,47,4.5,30.9,15.1,477.53
28-01-2021,BRAZIL,São José dos Campos,o3,62,2.5,34.2,13,1013.03
29-05-2021,BRAZIL,São José dos Campos,o3,38,1.3,30.1,17.9,906.07
25-07-2021,BRAZIL,São José dos Campos,o3,58,0.5,36.6,10.2,1724.92
03-12-2021,BRAZIL,São José dos Campos,o3,47,8.2,22,13.5,138.23
11-09-2021,BRAZIL,São José dos Campos,o3,36,0.5,81.9,17.9,5455.9
01-11-2021,BRAZIL,São José dos Campos,o3,23,5.7,31.7,12.6,573.98
29-03-2021,BRAZIL,São José dos Campos,o3,63,0.5,39.8,20.8,1489.6
13-07-2021,BRAZIL,São José dos Campos,o3,59,0.5,32.9,10.6,1294.79
31-07-2021,BRAZIL,São José dos Campos,o3,63,0.5,24,12.6,571.59
08-09-2021,BRAZIL,São José dos Campos,o3,69,0.5,49.6,22.8,1490.58
16-02-2021,BRAZIL,São José dos Campos,o3,69,0.5,39,17.1,1065.31
04-08-2021,BRAZIL,São José dos Campos,o3,70,1.7,26.9,15.5,565.65
28-06-2021,BRAZIL,São José dos Campos,o3,41,0.5,29.3,9.4,916.53
05-07-2021,BRAZIL,São José dos Campos,o3,68,0.9,26.9,16.7,508.16
10-08-2021,BRAZIL,São José dos Campos,o3,54,0.5,37.8,7,1721.1
23-03-2021,BRAZIL,São José dos Campos,o3,62,0.9,48.4,15.1,2079.6
09-05-2021,BRAZIL,São José dos Campos,o3,47,5.3,26,14.3,193.22
11-05-2021,BRAZIL,São José dos Campos,o3,46,0.5,36.2,12.6,1171.12
18-05-2021,BRAZIL,São José dos Campos,o3,45,0.5,23.6,13.5,640.67
19-07-2021,BRAZIL,São José dos Campos,o3,60,0.9,27.7,12.2,610.33
20-07-2021,BRAZIL,São José dos Campos,o3,62,0.5,24.8,9.8,713.18
03-11-2021,BRAZIL,São José dos Campos,o3,24,9,20.8,13.9,109.88
15-02-2021,BRAZIL,São José dos Campos,o3,65,0.5,33.8,16.7,1032.42
26-02-2021,BRAZIL,São José dos Campos,o3,66,0.5,19.1,7.4,197.94
31-03-2021,BRAZIL,São José dos Campos,o3,66,0.9,29.7,11,456.01
14-03-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,7.7,1.5,27.75
19-04-2021,BRAZIL,São José dos Campos,wind-speed,92,0.5,5.4,2,15.6
25-06-2021,BRAZIL,São José dos Campos,wind-speed,96,0.1,3,1.5,6.63
27-07-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,7.7,2.5,58.73
24-08-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,4.1,1.5,8.73
27-06-2021,BRAZIL,São José dos Campos,wind-speed,96,1,4.6,2,12.77
31-05-2021,BRAZIL,São José dos Campos,wind-speed,96,1,3,1.5,4.1
01-06-2021,BRAZIL,São José dos Campos,wind-speed,92,0.5,2.5,1,4.45
12-06-2021,BRAZIL,São José dos Campos,wind-speed,90,0.5,3.6,1.5,5.84
15-08-2021,BRAZIL,São José dos Campos,wind-speed,96,1,6.1,2,22.28
30-12-2020,BRAZIL,São José dos Campos,wind-speed,96,1,6.1,2.5,16.37
05-01-2021,BRAZIL,São José dos Campos,wind-speed,96,1,3.6,1.5,6.44
02-05-2021,BRAZIL,São José dos Campos,wind-speed,96,1,6.1,2.5,17.43
14-06-2021,BRAZIL,São José dos Campos,wind-speed,92,1,5.6,2.5,17.95
18-06-2021,BRAZIL,São José dos Campos,wind-speed,88,1,5.1,2,13.1
23-06-2021,BRAZIL,São José dos Campos,wind-speed,88,1.5,6.1,2.8,12.89
07-08-2021,BRAZIL,São José dos Campos,wind-speed,96,0.4,5.6,2.5,26.75
10-11-2021,BRAZIL,São José dos Campos,wind-speed,72,2.5,5.1,3.6,5.78
29-09-2021,BRAZIL,São José dos Campos,wind-speed,96,1,5.6,2.5,10.72
02-01-2021,BRAZIL,São José dos Campos,wind-speed,96,1,6.6,3,19.73
18-02-2021,BRAZIL,São José dos Campos,wind-speed,92,0.5,7.7,2,43.1
26-02-2021,BRAZIL,São José dos Campos,wind-speed,96,1,6.6,3,22.62
25-03-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,6.1,2.2,30.54
07-04-2021,BRAZIL,São José dos Campos,wind-speed,96,1,5.6,3,18.87
26-04-2021,BRAZIL,São José dos Campos,wind-speed,92,0.5,3.3,1.5,5.35
14-05-2021,BRAZIL,São José dos Campos,wind-speed,96,1,5.1,2,11.1
03-11-2021,BRAZIL,São José dos Campos,wind-speed,72,1.5,4.6,3,5.89
13-03-2021,BRAZIL,São José dos Campos,wind-speed,96,1.5,6.6,2.5,14.45
09-08-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,4.1,2,8.53
06-11-2021,BRAZIL,São José dos Campos,wind-speed,72,1,4.6,2.5,8.9
28-02-2021,BRAZIL,São José dos Campos,wind-speed,96,1,4.8,2.5,10.57
31-03-2021,BRAZIL,São José dos Campos,wind-speed,88,0.2,5.1,2,15.46
03-05-2021,BRAZIL,São José dos Campos,wind-speed,92,0.7,4.1,1.5,7.54
04-05-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,4.6,2.5,10.83
29-05-2021,BRAZIL,São José dos Campos,wind-speed,92,1,7.2,3.6,45.91
13-07-2021,BRAZIL,São José dos Campos,wind-speed,96,1,5.1,3,9.74
03-07-2021,BRAZIL,São José dos Campos,wind-speed,96,1,4.1,2,9.99
23-07-2021,BRAZIL,São José dos Campos,wind-speed,96,1,7.7,3,38.64
04-08-2021,BRAZIL,São José dos Campos,wind-speed,96,1,5.1,2.5,12.92
31-10-2021,BRAZIL,São José dos Campos,wind-speed,72,2,5.1,2.5,7.86
13-01-2021,BRAZIL,São José dos Campos,wind-speed,86,0.5,5.1,3,14.72
12-03-2021,BRAZIL,São José dos Campos,wind-speed,84,1,6.1,2,17.05
21-08-2021,BRAZIL,São José dos Campos,wind-speed,88,0.5,4.6,2,13.03
25-08-2021,BRAZIL,São José dos Campos,wind-speed,96,1,5.1,3,12.04
01-09-2021,BRAZIL,São José dos Campos,wind-speed,96,1.5,7.2,3.6,26.26
17-11-2021,BRAZIL,São José dos Campos,wind-speed,88,0.5,4.6,2,15.44
16-11-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,4.1,2.5,11.58
18-01-2021,BRAZIL,São José dos Campos,wind-speed,96,2,7.2,3,16.05
26-03-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,3.6,1.5,7.58
21-04-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,3.6,1,7.85
27-05-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,5.1,1,14.46
20-09-2021,BRAZIL,São José dos Campos,wind-speed,96,1,7.9,3.6,42.16
02-11-2021,BRAZIL,São José dos Campos,wind-speed,69,1,4.1,3,7.05
15-11-2021,BRAZIL,São José dos Campos,wind-speed,96,1.5,7.7,3.6,25.78
25-11-2021,BRAZIL,São José dos Campos,wind-speed,72,1,4.1,2.5,5.37
22-01-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,7.7,2,16.3
13-05-2021,BRAZIL,São José dos Campos,wind-speed,96,1,5.1,2.5,11.52
29-07-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,5.1,2.5,17.73
17-08-2021,BRAZIL,São José dos Campos,wind-speed,96,1.5,5.1,3,9.74
08-02-2021,BRAZIL,São José dos Campos,wind-speed,96,1.5,7.7,2.5,30.35
09-03-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,12.8,2,53.85
10-03-2021,BRAZIL,São José dos Campos,wind-speed,96,1,6.6,2,18.65
11-05-2021,BRAZIL,São José dos Campos,wind-speed,92,0.5,6.6,2,41.4
03-02-2021,BRAZIL,São José dos Campos,wind-speed,96,1,3.8,2,5.4
13-04-2021,BRAZIL,São José dos Campos,wind-speed,96,1,4.1,2.5,6.34
28-05-2021,BRAZIL,São José dos Campos,wind-speed,92,0.5,6.6,3,22.24
10-01-2021,BRAZIL,São José dos Campos,wind-speed,76,0.5,4.8,1.5,11.63
28-01-2021,BRAZIL,São José dos Campos,wind-speed,92,0.5,7.8,1.5,23.35
05-03-2021,BRAZIL,São José dos Campos,wind-speed,96,3,8.4,5.1,33.49
27-03-2021,BRAZIL,São José dos Campos,wind-speed,92,0.5,3,1.5,4.76
09-05-2021,BRAZIL,São José dos Campos,wind-speed,96,1.5,6.1,3,14.61
14-04-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,7.7,3.6,30.63
11-09-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,4.1,1.5,7.15
11-02-2021,BRAZIL,São José dos Campos,wind-speed,96,1,6.1,2,23.13
14-02-2021,BRAZIL,São José dos Campos,wind-speed,92,0.7,5.1,1.5,17.3
09-04-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,5.6,2.5,17.88
26-06-2021,BRAZIL,São José dos Campos,wind-speed,92,0.2,5.6,2.5,36.17
18-08-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,4.1,2,10.09
19-02-2021,BRAZIL,São José dos Campos,wind-speed,96,0.2,8.2,2,37.89
03-03-2021,BRAZIL,São José dos Campos,wind-speed,92,0.5,4.6,2,9.02
11-04-2021,BRAZIL,São José dos Campos,wind-speed,88,1,5.6,2.5,28.15
20-04-2021,BRAZIL,São José dos Campos,wind-speed,92,0.5,5.6,1.2,16.99
05-06-2021,BRAZIL,São José dos Campos,wind-speed,96,0.7,5.6,2,14.54
28-07-2021,BRAZIL,São José dos Campos,wind-speed,96,1,4.1,2,9.45
19-01-2021,BRAZIL,São José dos Campos,wind-speed,96,1,7.2,2,26.72
01-08-2021,BRAZIL,São José dos Campos,wind-speed,96,1,6.6,3,23.64
16-08-2021,BRAZIL,São José dos Campos,wind-speed,96,1,7.2,4.1,33.43
01-10-2021,BRAZIL,São José dos Campos,wind-speed,72,1.5,7.7,3,23.55
03-10-2021,BRAZIL,São José dos Campos,wind-speed,9,1,3.6,1.5,14.27
23-11-2021,BRAZIL,São José dos Campos,wind-speed,69,1,5.6,3,17.49
30-11-2021,BRAZIL,São José dos Campos,wind-speed,72,1,8.2,4.6,38.48
28-12-2020,BRAZIL,São José dos Campos,wind-speed,96,0.5,4.6,1.5,13.38
08-05-2021,BRAZIL,São José dos Campos,wind-speed,96,1.5,6.6,3,20.93
02-06-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,5.1,2.5,17.73
18-07-2021,BRAZIL,São José dos Campos,wind-speed,96,0.5,6.6,1.5,39.33
26-01-2021,BRAZIL,São José dos Campos,wind-speed,88,0.5,5.1,3,18.93
15-06-2021,BRAZIL,São José dos Campos,wind-speed,96,1,4.1,2,11.45
