Date,Country,City,Specie,count,min,max,median,variance
08-02-2021,BRAZIL,Vitória,dew,42,20,21.5,21,2.47
04-06-2021,BRAZIL,Vitória,dew,51,18,22,20,15.46
23-08-2021,BRAZIL,Vitória,dew,152,17,20,19,5.13
02-03-2021,BRAZIL,Vitória,dew,69,21,23,22,5.46
11-04-2021,BRAZIL,Vitória,dew,88,16,21,20,34.46
15-07-2021,BRAZIL,Vitória,dew,124,17,21,19,16.22
13-01-2021,BRAZIL,Vitória,dew,112,21,23,22,3.5
05-05-2021,BRAZIL,Vitória,dew,60,19,21,20,5.19
31-05-2021,BRAZIL,Vitória,dew,54,19,30,21,47.83
02-07-2021,BRAZIL,Vitória,dew,128,13,17,15,19.17
28-09-2021,BRAZIL,Vitória,dew,80,19,21,20,4.05
09-01-2021,BRAZIL,Vitória,dew,30,23,24,23,2.48
12-05-2021,BRAZIL,Vitória,dew,60,15,20,17,26.92
23-03-2021,BRAZIL,Vitória,dew,66,22,24,23,4.55
23-09-2021,BRAZIL,Vitória,dew,160,11,16,13,21.41
15-04-2021,BRAZIL,Vitória,dew,152,13,19,18,20.36
20-04-2021,BRAZIL,Vitória,dew,128,21,22,21,2.52
09-05-2021,BRAZIL,Vitória,dew,30,18,20,19,4.14
17-05-2021,BRAZIL,Vitória,dew,42,16,19,18,6.48
12-09-2021,BRAZIL,Vitória,dew,72,18,21,20,7.76
08-11-2021,BRAZIL,Vitória,dew,21,20,22,21,5.14
16-01-2021,BRAZIL,Vitória,dew,51,20,22,22,6.07
11-03-2021,BRAZIL,Vitória,dew,176,21,24,23,9
01-06-2021,BRAZIL,Vitória,dew,57,18,21,20,10.26
25-02-2021,BRAZIL,Vitória,dew,63,22,24,23,5.52
30-04-2021,BRAZIL,Vitória,dew,51,17,19,18,4.24
23-04-2021,BRAZIL,Vitória,dew,168,17,20,19,9.08
26-04-2021,BRAZIL,Vitória,dew,152,21,24,23,8.81
21-05-2021,BRAZIL,Vitória,dew,60,17,21,19,15.53
28-06-2021,BRAZIL,Vitória,dew,168,16,18,17,5.38
28-07-2021,BRAZIL,Vitória,dew,93,18,20,19,4.27
29-12-2020,BRAZIL,Vitória,dew,120,20,22,21,3.76
03-03-2021,BRAZIL,Vitória,dew,93,21,23,22,4.17
25-04-2021,BRAZIL,Vitória,dew,128,22,23,23,2.27
07-08-2021,BRAZIL,Vitória,dew,152,15.5,18,17,6.51
08-09-2021,BRAZIL,Vitória,dew,64,19,20,19,2.54
25-09-2021,BRAZIL,Vitória,dew,152,15,18,17,9.87
04-01-2021,BRAZIL,Vitória,dew,92,22,23,22,2.52
17-03-2021,BRAZIL,Vitória,dew,158,20,23,22,9.83
18-03-2021,BRAZIL,Vitória,dew,176,21,23,22,4.24
17-08-2021,BRAZIL,Vitória,dew,104,19,21,20,5.97
11-01-2021,BRAZIL,Vitória,dew,128,22,23,22,2.36
05-03-2021,BRAZIL,Vitória,dew,168,19,23,21,13.32
06-03-2021,BRAZIL,Vitória,dew,136,20,24,23,17.92
12-07-2021,BRAZIL,Vitória,dew,88,16,18,17,4.51
30-07-2021,BRAZIL,Vitória,dew,136,9,12,11,9.55
05-11-2021,BRAZIL,Vitória,dew,63,18,21,20,4.98
20-01-2021,BRAZIL,Vitória,dew,57,19,22,21,9.47
04-02-2021,BRAZIL,Vitória,dew,54,21,23,22,4.81
24-05-2021,BRAZIL,Vitória,dew,63,17,21,20,11.89
10-06-2021,BRAZIL,Vitória,dew,160,19,22,20,12.58
07-04-2021,BRAZIL,Vitória,dew,95,16,21,20,18.06
17-04-2021,BRAZIL,Vitória,dew,112,20,22,21,4.38
13-03-2021,BRAZIL,Vitória,dew,160,18,22,21,14.57
24-03-2021,BRAZIL,Vitória,dew,48,21,23,22,4.95
31-08-2021,BRAZIL,Vitória,dew,112,17,19,18,4.9
26-11-2021,BRAZIL,Vitória,dew,105,19,21,20,4.67
01-01-2021,BRAZIL,Vitória,dew,144,19,22,20,5.84
01-02-2021,BRAZIL,Vitória,dew,51,20,23,22,7.27
17-02-2021,BRAZIL,Vitória,dew,60,22,25,24,10.04
21-03-2021,BRAZIL,Vitória,dew,128,22,24,23,3.62
04-04-2021,BRAZIL,Vitória,dew,168,20,23,21,6.07
10-08-2021,BRAZIL,Vitória,dew,152,17,19,18,4.85
28-08-2021,BRAZIL,Vitória,dew,152,17,20,19,9.87
10-09-2021,BRAZIL,Vitória,dew,136,19,22,21,8.16
14-01-2021,BRAZIL,Vitória,dew,184,21,23,22,3.69
06-02-2021,BRAZIL,Vitória,dew,57,21,23,22,5.19
19-09-2021,BRAZIL,Vitória,dew,152,17,22,20,26.32
26-07-2021,BRAZIL,Vitória,dew,184,14,20,17,37.14
29-07-2021,BRAZIL,Vitória,dew,160,12,18,14,31.7
21-09-2021,BRAZIL,Vitória,dew,144,19,22,21,6.71
22-01-2021,BRAZIL,Vitória,dew,45,20,23,22,10.73
16-05-2021,BRAZIL,Vitória,dew,63,17,19,18,5.81
16-06-2021,BRAZIL,Vitória,dew,160,14,18,16,11.95
09-09-2021,BRAZIL,Vitória,dew,80,20,22,21,6.3
06-12-2021,BRAZIL,Vitória,dew,30,21,23,22,7.47
25-03-2021,BRAZIL,Vitória,dew,69,20,23,22,4.68
26-05-2021,BRAZIL,Vitória,dew,27,19,21,20,6.92
27-09-2021,BRAZIL,Vitória,dew,104,18,21,20,9.56
22-11-2021,BRAZIL,Vitória,dew,57,16,19,17,8.61
07-06-2021,BRAZIL,Vitória,dew,139,18,21,19,7.53
22-07-2021,BRAZIL,Vitória,dew,136,16,19,17,4.88
27-04-2021,BRAZIL,Vitória,dew,160,20,23,22,6.94
11-06-2021,BRAZIL,Vitória,dew,144,20,22,21,6.29
30-06-2021,BRAZIL,Vitória,dew,160,15,18,17,14.19
07-09-2021,BRAZIL,Vitória,dew,144,18,21,19,6.96
31-10-2021,BRAZIL,Vitória,dew,105,21,22,21.5,2.18
01-11-2021,BRAZIL,Vitória,dew,133,20,23,22,10.09
05-02-2021,BRAZIL,Vitória,dew,48,20,24,22,13.36
18-02-2021,BRAZIL,Vitória,dew,69,21,25,23,15.81
25-11-2021,BRAZIL,Vitória,dew,154,17,20,19,6.68
07-05-2021,BRAZIL,Vitória,dew,48,20,22,21,6.29
08-05-2021,BRAZIL,Vitória,dew,57,19,22,20,7.29
07-02-2021,BRAZIL,Vitória,dew,42,20,21,20,2.26
08-04-2021,BRAZIL,Vitória,dew,39,19,21,20,4.92
22-08-2021,BRAZIL,Vitória,dew,144,17,20,19,7.83
17-09-2021,BRAZIL,Vitória,dew,88,20,22,21,5.52
12-11-2021,BRAZIL,Vitória,dew,36,18,19,19,2.2
15-11-2021,BRAZIL,Vitória,dew,54,15,19,16,19.87
01-12-2021,BRAZIL,Vitória,dew,54,22,24,23,5.66
25-05-2021,BRAZIL,Vitória,dew,45,18,19,19,2.55
26-06-2021,BRAZIL,Vitória,dew,144,16,19,17,6.99
19-03-2021,BRAZIL,Vitória,dew,128,21,23,22,5.63
24-04-2021,BRAZIL,Vitória,dew,112,19,21,20,3.5
29-04-2021,BRAZIL,Vitória,dew,66,18,22,20,11.92
11-05-2021,BRAZIL,Vitória,dew,57,14,17,16,5.75
24-07-2021,BRAZIL,Vitória,dew,144,14,18,16,11.06
28-10-2021,BRAZIL,Vitória,dew,20,19,22,21,7.26
27-02-2021,BRAZIL,Vitória,dew,161,22,24,22,4.26
01-04-2021,BRAZIL,Vitória,dew,116,18,23,21,19.3
06-06-2021,BRAZIL,Vitória,dew,36,20,21,20,2.29
17-06-2021,BRAZIL,Vitória,dew,128,16,18,17,3.62
13-09-2021,BRAZIL,Vitória,dew,168,19,22,20,8.94
05-01-2021,BRAZIL,Vitória,dew,63,22,24,22,3.5
16-03-2021,BRAZIL,Vitória,dew,126,19,22,21,9.49
18-05-2021,BRAZIL,Vitória,dew,60,17,21,18,14.64
29-06-2021,BRAZIL,Vitória,dew,176,15,19,17,19.55
25-07-2021,BRAZIL,Vitória,dew,144,15,17,16,4.26
16-08-2021,BRAZIL,Vitória,dew,112,19,20,19,2.52
19-08-2021,BRAZIL,Vitória,dew,88,17,18,18,2.51
03-11-2021,BRAZIL,Vitória,dew,119,20,23,21,8.86
14-03-2021,BRAZIL,Vitória,dew,168,19,23,21,11.5
22-03-2021,BRAZIL,Vitória,dew,100,21,23,22,4.66
13-11-2021,BRAZIL,Vitória,dew,54,16,18,17,4.66
01-05-2021,BRAZIL,Vitória,dew,63,17,20,18,6.51
29-08-2021,BRAZIL,Vitória,dew,160,18,20,19,3.42
22-09-2021,BRAZIL,Vitória,dew,192,13,20,16,42.93
19-01-2021,BRAZIL,Vitória,dew,48,18,22,21,10.21
10-02-2021,BRAZIL,Vitória,dew,57,19,23,22,13.99
06-08-2021,BRAZIL,Vitória,dew,192,14,19,17,9.62
02-10-2021,BRAZIL,Vitória,dew,168,20,23,21,8.21
12-02-2021,BRAZIL,Vitória,dew,45,21,23,22,3.36
27-03-2021,BRAZIL,Vitória,dew,54,21,24,22,8.21
26-08-2021,BRAZIL,Vitória,dew,160,17,20,19,7.04
30-01-2021,BRAZIL,Vitória,dew,39,20,22,21,3.77
27-06-2021,BRAZIL,Vitória,dew,168,16,18,17,6.2
22-06-2021,BRAZIL,Vitória,co,60,0.5,2.3,0.8,1.54
06-07-2021,BRAZIL,Vitória,co,72,0.7,3,1.1,4.1
31-08-2021,BRAZIL,Vitória,co,72,0.7,2.2,1.4,1.5
09-09-2021,BRAZIL,Vitória,co,69,0.7,1.9,1.2,0.94
24-09-2021,BRAZIL,Vitória,co,72,0.6,1.9,1,1.25
09-02-2021,BRAZIL,Vitória,co,96,0.9,4.8,2.2,7.09
25-02-2021,BRAZIL,Vitória,co,96,0.5,2.2,1.2,2.18
30-04-2021,BRAZIL,Vitória,co,72,0.4,2.7,0.7,3.51
02-11-2021,BRAZIL,Vitória,co,72,0.7,2,1,0.46
03-08-2021,BRAZIL,Vitória,co,72,0.9,3.2,1.7,4.83
14-11-2021,BRAZIL,Vitória,co,72,0.5,1.9,0.8,1.09
24-03-2021,BRAZIL,Vitória,co,71,0.8,1.7,1.4,0.64
28-05-2021,BRAZIL,Vitória,co,72,1.3,2.7,1.8,1.01
19-06-2021,BRAZIL,Vitória,co,72,1,2.5,1.6,1.48
19-05-2021,BRAZIL,Vitória,co,71,0.8,2.3,1.3,1.56
30-09-2021,BRAZIL,Vitória,co,71,0.8,2.3,1.2,1.4
01-11-2021,BRAZIL,Vitória,co,72,0.6,2.4,1.1,1.87
11-11-2021,BRAZIL,Vitória,co,72,0.6,2.3,1.3,2.46
22-02-2021,BRAZIL,Vitória,co,96,0.5,2.1,1.3,1.64
20-03-2021,BRAZIL,Vitória,co,71,0.5,2.3,1,1.84
15-05-2021,BRAZIL,Vitória,co,72,0.6,2.4,1.2,1.95
27-09-2021,BRAZIL,Vitória,co,72,0.6,1.7,1.1,0.78
26-05-2021,BRAZIL,Vitória,co,70,0.6,2.3,1.2,2.46
29-06-2021,BRAZIL,Vitória,co,72,0.7,2.4,1.3,1.54
23-09-2021,BRAZIL,Vitória,co,72,0.5,1.5,0.7,0.7
02-02-2021,BRAZIL,Vitória,co,96,0.5,1.8,1.1,1.05
08-02-2021,BRAZIL,Vitória,co,96,0.6,3.8,1.7,6.36
03-02-2021,BRAZIL,Vitória,co,94,0.5,2.3,1.1,1.62
07-03-2021,BRAZIL,Vitória,co,96,0.8,2.4,1.4,1.32
12-08-2021,BRAZIL,Vitória,co,72,1,2.7,1.6,1.78
13-04-2021,BRAZIL,Vitória,co,71,0.6,3,1.3,4.13
19-04-2021,BRAZIL,Vitória,co,72,0.6,2.2,1.2,1.37
17-11-2021,BRAZIL,Vitória,co,56,0.9,2.2,1.5,1.06
04-08-2021,BRAZIL,Vitória,co,69,0.6,1.6,0.9,0.65
16-01-2021,BRAZIL,Vitória,co,120,0.4,2.5,1.1,1.8
28-03-2021,BRAZIL,Vitória,co,69,0.8,1.9,1.1,0.85
14-06-2021,BRAZIL,Vitória,co,72,0.5,1.5,0.8,0.77
27-05-2021,BRAZIL,Vitória,co,72,0.8,2.8,1.5,2.12
31-07-2021,BRAZIL,Vitória,co,28,0.6,1,0.8,0.15
30-08-2021,BRAZIL,Vitória,co,71,0.6,1.7,1.1,1.23
28-09-2021,BRAZIL,Vitória,co,72,0.6,1.5,1.1,0.56
20-11-2021,BRAZIL,Vitória,co,12,0.9,1.7,1.2,1.15
16-02-2021,BRAZIL,Vitória,co,75,0.6,2.2,1.1,1.82
10-03-2021,BRAZIL,Vitória,co,71,0.8,2.1,1.6,1.19
29-03-2021,BRAZIL,Vitória,co,72,1.1,2.2,1.4,0.93
20-06-2021,BRAZIL,Vitória,co,72,0.5,2.4,0.8,2.29
23-04-2021,BRAZIL,Vitória,co,72,0.6,3.8,1.1,5.73
02-07-2021,BRAZIL,Vitória,co,64,0.7,2.6,1.2,2.08
04-02-2021,BRAZIL,Vitória,co,96,0.5,2.4,1.1,1.74
11-03-2021,BRAZIL,Vitória,co,72,0.9,2.7,1.7,1.6
26-03-2021,BRAZIL,Vitória,co,72,0.9,2.1,1.2,0.94
01-09-2021,BRAZIL,Vitória,co,37,0.7,2,1.4,1.07
26-09-2021,BRAZIL,Vitória,co,71,0.6,1.2,0.7,0.26
26-11-2021,BRAZIL,Vitória,co,72,0.7,1.5,1.1,0.4
20-01-2021,BRAZIL,Vitória,co,116,0.5,6.5,1.2,20.25
17-03-2021,BRAZIL,Vitória,co,69,0.6,1.6,1.1,0.66
19-03-2021,BRAZIL,Vitória,co,72,0.6,1.6,1.1,0.65
05-04-2021,BRAZIL,Vitória,co,72,0.4,1.9,0.8,1.41
16-06-2021,BRAZIL,Vitória,co,72,1.2,2.9,1.7,1.73
15-09-2021,BRAZIL,Vitória,co,66,0.7,2.1,1,1.27
24-06-2021,BRAZIL,Vitória,co,72,0.5,3.9,1.1,5.44
08-08-2021,BRAZIL,Vitória,co,72,0.8,2.9,1.3,1.7
25-11-2021,BRAZIL,Vitória,co,72,0.6,2.2,1.4,2.63
25-07-2021,BRAZIL,Vitória,co,72,0.7,3.8,1.4,9.45
23-08-2021,BRAZIL,Vitória,co,72,0.6,1.9,1.4,1.67
03-09-2021,BRAZIL,Vitória,co,21,1.3,2.2,2,0.87
27-02-2021,BRAZIL,Vitória,co,79,0.7,2,1.2,1.09
17-04-2021,BRAZIL,Vitória,co,72,0.7,2.3,1.1,1.42
21-04-2021,BRAZIL,Vitória,co,71,0.7,2.7,1.3,3.33
13-11-2021,BRAZIL,Vitória,co,72,0.6,2.5,1.3,2.44
07-04-2021,BRAZIL,Vitória,co,69,0.7,2.2,1,1.35
11-06-2021,BRAZIL,Vitória,co,72,1,3,1.5,2.21
28-08-2021,BRAZIL,Vitória,co,72,0.7,2.2,1.6,2.17
20-04-2021,BRAZIL,Vitória,co,72,0.6,3.3,1.3,4.22
04-05-2021,BRAZIL,Vitória,co,72,0.7,4.7,1.3,10.41
07-05-2021,BRAZIL,Vitória,co,72,0.7,1.8,1.2,0.8
07-08-2021,BRAZIL,Vitória,co,72,0.7,2.2,1.2,1.23
07-01-2021,BRAZIL,Vitória,co,119,0.1,4.6,1,8.05
21-01-2021,BRAZIL,Vitória,co,96,0.5,1.9,1.1,1.01
15-03-2021,BRAZIL,Vitória,co,72,0.6,2.3,1,1.67
22-08-2021,BRAZIL,Vitória,co,72,0.5,2,0.9,2.24
23-06-2021,BRAZIL,Vitória,co,69,0.6,2.4,0.9,2.18
30-06-2021,BRAZIL,Vitória,co,72,0.7,2.3,1.2,1.63
11-07-2021,BRAZIL,Vitória,co,72,0.7,2.7,1.5,2.55
08-03-2021,BRAZIL,Vitória,co,90,0.8,2.2,1.4,1.58
12-05-2021,BRAZIL,Vitória,co,71,0.7,2.4,1.5,2.46
02-12-2021,BRAZIL,Vitória,co,51,1,2.3,1.7,1.34
25-04-2021,BRAZIL,Vitória,co,72,0.8,1.9,1.3,0.61
06-06-2021,BRAZIL,Vitória,co,69,0.5,1.7,0.8,1
27-06-2021,BRAZIL,Vitória,co,72,0.6,3.7,1.4,5.33
18-11-2021,BRAZIL,Vitória,co,13,0.7,1.6,1.1,1.17
04-12-2021,BRAZIL,Vitória,co,48,0.7,2.1,1.3,1.4
18-03-2021,BRAZIL,Vitória,co,72,0.7,1.5,1,0.62
11-04-2021,BRAZIL,Vitória,co,72,0.8,2,1.1,0.81
22-04-2021,BRAZIL,Vitória,co,72,0.7,2.7,1,3.86
26-04-2021,BRAZIL,Vitória,co,72,0.7,2.6,1.4,2.14
18-09-2021,BRAZIL,Vitória,co,72,0.7,2.3,1.4,1.86
29-09-2021,BRAZIL,Vitória,co,71,0.6,1.3,1,0.33
22-07-2021,BRAZIL,Vitória,co,72,1.1,3.6,2,3.35
26-07-2021,BRAZIL,Vitória,co,72,1,2.5,1.3,1.39
31-01-2021,BRAZIL,Vitória,co,38,0.5,1.8,0.8,1.75
05-02-2021,BRAZIL,Vitória,co,96,0.5,4.2,1.1,8.98
02-03-2021,BRAZIL,Vitória,co,96,0.8,2.7,1.3,1.81
06-05-2021,BRAZIL,Vitória,co,57,0.8,2.1,1.4,1.22
08-05-2021,BRAZIL,Vitória,co,57,0.6,1.8,1,1.07
14-05-2021,BRAZIL,Vitória,co,72,0.5,2.3,0.8,2.48
22-05-2021,BRAZIL,Vitória,co,19,1,2.2,1.4,2.2
17-08-2021,BRAZIL,Vitória,co,5,1,1.8,1.3,1.07
17-01-2021,BRAZIL,Vitória,co,112,0.5,1.8,0.9,0.97
19-01-2021,BRAZIL,Vitória,co,108,0.4,3.9,1.1,5.32
24-01-2021,BRAZIL,Vitória,co,96,0.6,2,1.2,1.27
14-03-2021,BRAZIL,Vitória,co,72,0.6,1.7,0.9,0.71
08-06-2021,BRAZIL,Vitória,co,72,1,3,1.8,2.3
13-05-2021,BRAZIL,Vitória,co,72,0.7,2.3,1,2.08
03-07-2021,BRAZIL,Vitória,co,72,0.7,2.8,1.4,4.7
20-07-2021,BRAZIL,Vitória,co,72,0.6,1.9,1.1,1.91
18-08-2021,BRAZIL,Vitória,co,20,0.7,1.8,1,1.23
09-01-2021,BRAZIL,Vitória,co,104,0.5,2.5,1,1.94
14-01-2021,BRAZIL,Vitória,co,96,0.5,1.8,1.1,1.16
12-02-2021,BRAZIL,Vitória,co,96,0.6,1.9,1.3,1.43
02-10-2021,BRAZIL,Vitória,co,72,0.8,1.5,1.1,0.36
13-03-2021,BRAZIL,Vitória,co,72,0.6,2.3,1.1,0.92
31-03-2021,BRAZIL,Vitória,co,70,0.8,2.3,1.3,1.35
13-08-2021,BRAZIL,Vitória,co,45,1,3.4,1.5,4.14
01-08-2021,BRAZIL,Vitória,co,72,0.6,1.5,0.7,0.57
06-08-2021,BRAZIL,Vitória,co,72,0.5,3.2,1.3,3.86
28-11-2021,BRAZIL,Vitória,co,71,0.7,2.4,1.1,3.67
21-03-2021,BRAZIL,Vitória,co,72,0.5,1.7,0.9,1.05
29-05-2021,BRAZIL,Vitória,co,72,0.6,1.9,1,0.8
30-05-2021,BRAZIL,Vitória,co,70,0.7,2.3,1,1.78
06-04-2021,BRAZIL,Vitória,co,72,0.5,2.4,0.9,1.81
18-04-2021,BRAZIL,Vitória,co,72,0.5,1.6,0.7,0.83
12-09-2021,BRAZIL,Vitória,co,72,0.8,2.2,1.1,1.29
29-01-2021,BRAZIL,Vitória,co,58,0.5,1.6,0.9,0.9
12-03-2021,BRAZIL,Vitória,co,72,0.9,3,1.5,2.58
23-03-2021,BRAZIL,Vitória,co,72,0.6,2.4,1.2,1.55
28-07-2021,BRAZIL,Vitória,co,40,0.6,1.8,1.3,1.38
19-09-2021,BRAZIL,Vitória,co,72,0.7,1.7,1,0.76
29-12-2020,BRAZIL,Vitória,co,120,0.6,4.3,1.2,6.11
15-04-2021,BRAZIL,Vitória,co,72,0.5,2.1,0.7,1.84
18-07-2021,BRAZIL,Vitória,co,9,1,1.1,1.1,0.03
28-04-2021,BRAZIL,Vitória,co,70,0.7,1.9,1,1.07
17-05-2021,BRAZIL,Vitória,co,72,1,2.3,1.6,1.54
08-07-2021,BRAZIL,Vitória,co,72,0.9,4.3,1.5,6.96
09-08-2021,BRAZIL,Vitória,co,72,1.1,3.5,1.7,3.45
19-08-2021,BRAZIL,Vitória,co,72,0.6,1.8,1.2,0.97
02-01-2021,BRAZIL,Vitória,co,120,0.3,3.1,1,3.04
07-02-2021,BRAZIL,Vitória,co,96,0.7,1.8,1.1,0.63
27-04-2021,BRAZIL,Vitória,co,72,1,2.4,1.4,1.2
02-09-2021,BRAZIL,Vitória,co,24,1.1,2.9,2.1,3.85
10-11-2021,BRAZIL,Vitória,co,71,0.7,2.1,1.3,1.72
22-11-2021,BRAZIL,Vitória,co,72,0.6,1.6,1,0.71
02-04-2021,BRAZIL,Vitória,co,12,1.1,1.6,1.3,0.15
21-08-2021,BRAZIL,Vitória,co,72,0.6,1.7,1,0.87
22-09-2021,BRAZIL,Vitória,co,69,0.5,3.3,1,2.39
06-01-2021,BRAZIL,Vitória,co,109,0.5,4.1,1.1,5.74
25-01-2021,BRAZIL,Vitória,co,96,0.6,1.9,1.1,0.71
22-03-2021,BRAZIL,Vitória,co,72,0.8,1.8,1.4,0.48
16-11-2021,BRAZIL,Vitória,co,72,0.8,3.8,1.3,5.16
14-04-2021,BRAZIL,Vitória,co,66,0.4,1.4,0.6,0.78
24-04-2021,BRAZIL,Vitória,co,72,0.8,2.3,1,1.62
11-08-2021,BRAZIL,Vitória,co,70,0.6,2,1.4,1.55
07-12-2021,BRAZIL,Vitória,co,26,0.8,2.1,1,1.56
14-02-2021,BRAZIL,Vitória,co,32,0.5,1.5,0.9,0.74
28-02-2021,BRAZIL,Vitória,co,96,0.6,2.2,1,2.07
20-05-2021,BRAZIL,Vitória,co,51,1.1,1.9,1.5,0.55
05-08-2021,BRAZIL,Vitória,co,72,0.6,2.5,1.2,2.3
24-08-2021,BRAZIL,Vitória,co,72,0.6,1.6,1.1,0.75
28-01-2021,BRAZIL,Vitória,co,96,0.6,2.3,1,1.6
04-04-2021,BRAZIL,Vitória,co,60,0.5,1.4,0.8,0.63
05-07-2021,BRAZIL,Vitória,co,72,0.6,2.5,1.1,2.9
04-11-2021,BRAZIL,Vitória,co,71,0.6,3.6,1,7.12
01-03-2021,BRAZIL,Vitória,co,96,0.7,1.9,1.3,0.63
09-06-2021,BRAZIL,Vitória,co,66,1.1,2.8,1.8,1.53
07-07-2021,BRAZIL,Vitória,co,69,0.8,2.6,1.2,2.89
10-08-2021,BRAZIL,Vitória,co,72,0.7,2.2,1.4,1.32
26-02-2021,BRAZIL,Vitória,co,89,0.5,1.7,1.1,0.85
25-05-2021,BRAZIL,Vitória,co,72,0.6,1.7,0.9,0.8
05-06-2021,BRAZIL,Vitória,co,51,0.9,2.9,1.5,3.44
01-10-2021,BRAZIL,Vitória,co,72,1,2.9,1.3,2.34
19-02-2021,BRAZIL,Vitória,co,96,0.6,2.3,1.4,2.34
07-06-2021,BRAZIL,Vitória,co,72,0.7,2.3,1.3,1.75
18-06-2021,BRAZIL,Vitória,co,72,0.5,3,1.1,4.22
23-11-2021,BRAZIL,Vitória,co,72,0.8,2.2,1.3,1.32
27-11-2021,BRAZIL,Vitória,co,72,0.6,2.4,1.1,2.56
29-11-2021,BRAZIL,Vitória,co,72,1,2.8,1.4,3.56
03-06-2021,BRAZIL,Vitória,co,72,1,2.1,1.4,0.83
27-07-2021,BRAZIL,Vitória,co,65,0.6,2.2,1.3,1.55
17-09-2021,BRAZIL,Vitória,co,72,0.9,2.3,1.1,1.39
12-07-2021,BRAZIL,Vitória,co,45,1.4,3.4,2.1,3.09
23-01-2021,BRAZIL,Vitória,co,96,0.5,2,1.2,1.29
17-02-2021,BRAZIL,Vitória,co,93,0.8,4.4,1.5,8.2
09-05-2021,BRAZIL,Vitória,co,63,0.6,1,0.7,0.18
03-05-2021,BRAZIL,Vitória,co,72,0.5,2.6,1.3,2.93
11-05-2021,BRAZIL,Vitória,co,72,0.7,3.1,1.3,3.26
24-05-2021,BRAZIL,Vitória,co,72,1,4,1.5,6.35
20-02-2021,BRAZIL,Vitória,co,24,0.7,1.6,1,0.68
29-04-2021,BRAZIL,Vitória,co,72,0.6,2.6,0.9,2.4
03-10-2021,BRAZIL,Vitória,co,14,0.8,1.4,0.9,0.3
26-08-2021,BRAZIL,Vitória,co,72,0.6,1.8,1,0.96
10-09-2021,BRAZIL,Vitória,co,67,0.7,2.9,1.2,3.32
03-03-2021,BRAZIL,Vitória,co,90,0.5,1.9,1.1,1.24
10-05-2021,BRAZIL,Vitória,co,72,0.5,1.6,0.8,1.02
20-08-2021,BRAZIL,Vitória,co,72,0.8,2.2,1.3,1.21
31-10-2021,BRAZIL,Vitória,co,66,0.6,1.7,0.9,1.07
11-01-2021,BRAZIL,Vitória,co,95,0.5,2.2,1,1.69
25-06-2021,BRAZIL,Vitória,co,72,1.1,4.3,1.8,4.99
09-07-2021,BRAZIL,Vitória,co,72,0.8,4.3,1.4,8.03
29-08-2021,BRAZIL,Vitória,co,72,0.6,1.9,0.9,1.51
08-11-2021,BRAZIL,Vitória,co,70,0.7,1.8,1.2,0.95
01-12-2021,BRAZIL,Vitória,co,65,1,3.1,1.7,3.12
03-12-2021,BRAZIL,Vitória,co,61,0.8,2.7,1.1,2.89
13-02-2021,BRAZIL,Vitória,co,96,0.6,1.7,1.1,0.91
10-04-2021,BRAZIL,Vitória,co,71,0.5,1.7,0.9,1.09
01-07-2021,BRAZIL,Vitória,co,72,0.6,1.7,0.9,1.08
26-06-2021,BRAZIL,Vitória,co,72,0.8,2.7,1.4,2.14
25-08-2021,BRAZIL,Vitória,co,72,0.7,1.8,1,1.02
13-09-2021,BRAZIL,Vitória,co,72,0.7,1.8,1.1,0.92
05-12-2021,BRAZIL,Vitória,co,47,0.7,1.6,1,0.69
05-01-2021,BRAZIL,Vitória,co,120,0.2,4.4,1.2,9.58
06-02-2021,BRAZIL,Vitória,co,96,0.8,2.6,1.4,2.21
24-02-2021,BRAZIL,Vitória,co,92,0.6,2.7,1.1,2.21
21-07-2021,BRAZIL,Vitória,co,70,0.7,2.5,1.2,2.75
09-11-2021,BRAZIL,Vitória,co,72,0.7,2.3,1.4,2.07
15-11-2021,BRAZIL,Vitória,co,72,0.5,2.1,0.9,2.4
30-12-2020,BRAZIL,Vitória,co,118,0.5,3.1,1.2,2.9
26-01-2021,BRAZIL,Vitória,co,96,0.5,1.8,1.1,1.03
01-05-2021,BRAZIL,Vitória,co,70,0.5,1.5,0.7,0.36
25-09-2021,BRAZIL,Vitória,co,72,0.6,1.7,0.9,0.65
28-12-2020,BRAZIL,Vitória,co,120,0.5,4.2,1.1,6.11
15-01-2021,BRAZIL,Vitória,co,105,0.2,2.1,1.3,1.91
20-09-2021,BRAZIL,Vitória,co,72,0.8,1.8,1.5,0.73
02-08-2021,BRAZIL,Vitória,co,72,0.5,3,1,2.94
08-09-2021,BRAZIL,Vitória,co,26,0.8,1.6,1.4,0.73
11-09-2021,BRAZIL,Vitória,co,53,0.8,2.3,1.2,2.34
21-09-2021,BRAZIL,Vitória,co,72,0.6,4.1,1.4,6.33
06-11-2021,BRAZIL,Vitória,co,72,0.8,1.9,1.4,1
01-01-2021,BRAZIL,Vitória,co,120,0.4,3.1,0.8,3.75
31-05-2021,BRAZIL,Vitória,co,72,0.8,2.8,1.3,2.39
28-06-2021,BRAZIL,Vitória,co,72,0.7,1.9,1.4,0.98
05-05-2021,BRAZIL,Vitória,co,60,1.1,2.4,1.8,1.04
15-06-2021,BRAZIL,Vitória,co,72,0.6,2.4,1.1,2.46
01-02-2021,BRAZIL,Vitória,co,95,0.5,1.8,1,0.98
